nome,tipo,descricao,tabela
v360,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Existe esgoto a céu aberto,entorno
v361,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Não existe esgoto a céu aberto,entorno
v362,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Existe esgoto a céu aberto,entorno
v363,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Não existe esgoto a céu aberto,entorno
v364,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Existe esgoto a céu aberto,entorno
v365,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Não existe esgoto a céu aberto,entorno
v366,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Existe esgoto a céu aberto,entorno
v367,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Não existe esgoto a céu aberto,entorno
v368,INT64,Domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita - Existe esgoto a céu aberto,entorno
v369,INT64,Domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe esgoto a céu aberto,entorno
v370,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Existe lixo acumulado nos logradouros,entorno
v371,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Não existe lixo acumulado nos logradouros,entorno
v372,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Existe lixo acumulado nos logradouros,entorno
v373,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Não existe lixo acumulado nos logradouros,entorno
v374,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Existe lixo acumulado nos logradouros,entorno
v375,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Não existe lixo acumulado nos logradouros,entorno
v376,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Existe lixo acumulado nos logradouros,entorno
v377,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Não existe lixo acumulado nos logradouros,entorno
v378,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Existe lixo acumulado nos logradouros,entorno
v379,INT64,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Não existe lixo acumulado nos logradouros,entorno
v380,INT64,Domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Existe lixo acumulado nos logradouros,entorno
v381,INT64,Domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe lixo acumulado nos logradouros,entorno
v382,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe identificação do logradouro,entorno
v383,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe identificação do logradouro,entorno
v384,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe identificação do logradouro,entorno
v385,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe identificação do logradouro,entorno
v386,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe iluminação pública,entorno
v387,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,entorno
v388,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe iluminação pública,entorno
v389,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,entorno
v390,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe pavimentação,entorno
v391,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe pavimentação,entorno
v392,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe pavimentação,entorno
v393,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe pavimentação,entorno
v394,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe calçada,entorno
v395,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe calçada,entorno
v396,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe calçada,entorno
v397,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe calçada,entorno
v398,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe meio-fio/guia,entorno
v399,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe meio- fio/guia,entorno
v400,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe meio-fio/guia,entorno
v401,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe meio- fio/guia,entorno
v402,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe bueiro/boca-de-lobo,entorno
v403,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe bueiro/ boca-de-lobo,entorno
v404,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe bueiro/boca- de-lobo,entorno
v405,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe bueiro/boca-de-lobo,entorno
v406,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe rampa para cadeirante,entorno
v407,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe rampa para cadeirante,entorno
v408,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe rampa para cadeirante,entorno
v409,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe rampa para cadeirante,entorno
v410,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe arborização,entorno
v411,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe arborização,entorno
v412,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe arborização,entorno
v413,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe arborização,entorno
v414,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe esgoto a céu aberto,entorno
v415,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe esgoto a céu aberto,entorno
v416,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe esgoto a céu aberto,entorno
v417,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe esgoto a céu aberto,entorno
v418,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Existe lixo acumulado nos logradouros,entorno
v419,INT64,Domicílios particulares permanentes com responsável do sexo masculino – Não existe lixo acumulado nos logradouros,entorno
v420,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Existe lixo acumulado nos logradouros,entorno
v421,INT64,Domicílios particulares permanentes com responsável do sexo feminino – Não existe lixo acumulado nos logradouros,entorno
v422,INT64,Moradores em domicílios particulares permanentes,entorno
v423,INT64,Moradores em domicílios particulares permanentes próprios – Existe identificação do logradouro,entorno
v424,INT64,Moradores em domicílios particulares permanentes próprios – Não existe identificação do logradouro,entorno
v425,INT64,Moradores em domicílios particulares permanentes alugados – Existe identificação do logradouro,entorno
v426,INT64,Moradores em domicílios particulares permanentes alugados – Não existe identificação do logradouro,entorno
v427,INT64,Moradores em domicílios particulares permanentes cedidos – Existe identificação do logradouro,entorno
v428,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe identificação do logradouro,entorno
v429,INT64,Moradores em domicílios particulares permanentes próprios – Existe iluminação pública,entorno
v430,INT64,Moradores em domicílios particulares permanentes próprios – Não existe iluminação pública,entorno
v431,INT64,Moradores em domicílios particulares permanentes alugados – Existe iluminação pública,entorno
v432,INT64,Moradores em domicílios particulares permanentes alugados – Não existe iluminação pública,entorno
v433,INT64,Moradores em domicílios particulares permanentes cedidos – Existe iluminação pública,entorno
v434,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe iluminação pública,entorno
v435,INT64,Moradores em domicílios particulares permanentes próprios – Existe pavimentação,entorno
v436,INT64,Moradores em domicílios particulares permanentes próprios – Não existe pavimentação,entorno
v437,INT64,Moradores em domicílios particulares permanentes alugados – Existe pavimentação,entorno
v438,INT64,Moradores em domicílios particulares permanentes alugados – Não existe pavimentação,entorno
v439,INT64,Moradores em domicílios particulares permanentes cedidos – Existe pavimentação,entorno
v440,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe pavimentação,entorno
v441,INT64,Moradores em domicílios particulares permanentes próprios – Existe calçada,entorno
v442,INT64,Moradores em domicílios particulares permanentes próprios – Não existe calçada,entorno
v443,INT64,Moradores em domicílios particulares permanentes alugados – Existe calçada,entorno
v444,INT64,Moradores em domicílios particulares permanentes alugados – Não existe calçada,entorno
v445,INT64,Moradores em domicílios particulares permanentes cedidos – Existe calçada,entorno
v446,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe calçada,entorno
v447,INT64,Moradores em domicílios particulares permanentes próprios – Existe meio-fio/guia,entorno
v448,INT64,Moradores em domicílios particulares permanentes próprios – Não existe meio-fio/guia,entorno
v449,INT64,Moradores em domicílios particulares permanentes alugados – Existe meio-fio/guia,entorno
v450,INT64,Moradores em domicílios particulares permanentes alugados – Não existe meio-fio/guia,entorno
v451,INT64,Moradores em domicílios particulares permanentes cedidos – Existe meio-fio/guia,entorno
v452,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe meio-fio/guia,entorno
v453,INT64,Moradores em domicílios particulares permanentes próprios – Existe bueiro/boca-de-lobo,entorno
v454,INT64,Moradores em domicílios particulares permanentes próprios – Não existe bueiro/boca-de-lobo,entorno
v455,INT64,Moradores em domicílios particulares permanentes alugados – Existe bueiro/boca-de-lobo,entorno
v456,INT64,Moradores em domicílios particulares permanentes alugados – Não existe bueiro/boca-de-lobo,entorno
v457,INT64,Moradores em domicílios particulares permanentes cedidos – Existe bueiro/boca-de-lobo,entorno
v458,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe bueiro/boca-de-lobo,entorno
v459,INT64,Moradores em domicílios particulares permanentes próprios – Existe rampa para cadeirante,entorno
v460,INT64,Moradores em domicílios particulares permanentes próprios – Não existe rampa para cadeirante,entorno
v461,INT64,Moradores em domicílios particulares permanentes alugados – Existe rampa para cadeirante,entorno
v462,INT64,Moradores em domicílios particulares permanentes alugados – Não existe rampa para cadeirante,entorno
v463,INT64,Moradores em domicílios particulares permanentes cedidos – Existe rampa para cadeirante,entorno
v464,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe rampa para cadeirante,entorno
v465,INT64,Moradores em domicílios particulares permanentes próprios – Existe arborização,entorno
v466,INT64,Moradores em domicílios particulares permanentes próprios – Não existe arborização,entorno
v467,INT64,Moradores em domicílios particulares permanentes alugados – Existe arborização,entorno
v468,INT64,Moradores em domicílios particulares permanentes alugados – Não existe arborização,entorno
v469,INT64,Moradores em domicílios particulares permanentes cedidos – Existe arborização,entorno
v470,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe arborização,entorno
v471,INT64,Moradores em domicílios particulares permanentes próprios – Existe esgoto a céu aberto,entorno
v472,INT64,Moradores em domicílios particulares permanentes próprios – Não existe esgoto a céu aberto,entorno
v473,INT64,Moradores em domicílios particulares permanentes alugados – Existe esgoto a céu aberto,entorno
v474,INT64,Moradores em domicílios particulares permanentes alugados – Não existe esgoto a céu aberto,entorno
v475,INT64,Moradores em domicílios particulares permanentes cedidos – Existe esgoto a céu aberto,entorno
v476,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe esgoto a céu aberto,entorno
v477,INT64,Moradores em domicílios particulares permanentes próprios – Existe lixo acumulado nos logradouros,entorno
v478,INT64,Moradores em domicílios particulares permanentes próprios – Não existe lixo acumulado nos logradouros,entorno
v479,INT64,Moradores em domicílios particulares permanentes alugados – Existe lixo acumulado nos logradouros,entorno
v480,INT64,Moradores em domicílios particulares permanentes alugados – Não existe lixo acumulado nos logradouros,entorno
v481,INT64,Moradores em domicílios particulares permanentes cedidos – Existe lixo acumulado nos logradouros,entorno
v482,INT64,Moradores em domicílios particulares permanentes cedidos – Não existe lixo acumulado nos logradouros,entorno
v483,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe identificação do logradouro,entorno
v484,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe identificação do logradouro,entorno
v485,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe identificação do logradouro,entorno
v486,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe identificação do logradouro,entorno
v487,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe iluminação pública,entorno
v488,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe iluminação pública,entorno
v489,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe iluminação pública,entorno
v490,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe iluminação pública,entorno
v491,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe pavimentação,entorno
v492,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe pavimentação,entorno
v493,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe pavimentação,entorno
v494,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe pavimentação,entorno
v495,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe calçada,entorno
v496,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe calçada,entorno
v497,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe calçada,entorno
v498,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe calçada,entorno
v499,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe meio-fio/guia,entorno
v500,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe meio-fio/guia,entorno
v501,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe meio-fio/guia,entorno
v502,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe meio-fio/guia,entorno
v503,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe bueiro/boca-de-lobo,entorno
v504,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe bueiro/boca-de-lobo,entorno
v505,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe bueiro/boca-de-lobo,entorno
v506,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe bueiro/boca-de-lobo,entorno
v507,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe rampa para cadeirante,entorno
v508,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe rampa para cadeirante,entorno
v509,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe rampa para cadeirante,entorno
v510,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe rampa para cadeirante,entorno
v511,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe arborização,entorno
v512,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe arborização,entorno
v513,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe arborização,entorno
v514,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe arborização,entorno
v515,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe esgoto a céu aberto,entorno
v516,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe esgoto a céu aberto,entorno
v517,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe esgoto a céu aberto,entorno
v518,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe esgoto a céu aberto,entorno
v519,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Existe lixo acumulado nos logradouros,entorno
v520,INT64,Moradores em domicílios particulares permanentes com rede geral de distribuição de água – Não existe lixo acumulado nos logradouros,entorno
v521,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Existe lixo acumulado nos logradouros,entorno
v522,INT64,Moradores em domicílios particulares permanentes com poço ou nascente na propriedade – Não existe lixo acumulado nos logradouros,entorno
v523,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe identificação do logradouro,entorno
v524,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe identificação do logradouro,entorno
v525,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe identificação do logradouro,entorno
v526,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe identificação do logradouro,entorno
v527,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe identificação do logradouro,entorno
v528,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe identificação do logradouro,entorno
v529,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe iluminação pública,entorno
v530,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe iluminação pública,entorno
v531,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe iluminação pública,entorno
v532,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe iluminação pública,entorno
v533,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe iluminação pública,entorno
v534,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe iluminação pública,entorno
v535,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe pavimentação,entorno
v536,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe pavimentação,entorno
v537,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe pavimentação,entorno
v538,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe pavimentação,entorno
v539,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe pavimentação,entorno
v540,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe pavimentação,entorno
v541,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe calçada,entorno
v542,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe calçada,entorno
v543,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe calçada,entorno
v544,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe calçada,entorno
v545,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe calçada,entorno
v546,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe calçada,entorno
v547,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe meio-fio/guia,entorno
v548,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe meio-fio/guia,entorno
v549,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe meio-fio/guia,entorno
v550,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe meio-fio/ guia,entorno
v551,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe meio-fio/guia,entorno
v552,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe meio-fio/guia,entorno
v553,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe bueiro/boca-de-lobo,entorno
v554,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe bueiro/boca-de-lobo,entorno
v555,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe bueiro/boca- de-lobo,entorno
v556,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe bueiro/boca-de-lobo,entorno
v557,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe bueiro/boca-de-lobo,entorno
v558,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe bueiro/boca-de-lobo,entorno
v559,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe rampa para cadeirante,entorno
v560,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe rampa para cadeirante,entorno
v561,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe rampa para cadeirante,entorno
v562,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe rampa para cadeirante,entorno
v563,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe rampa para cadeirante,entorno
v564,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe rampa para cadeirante,entorno
v565,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe arborização,entorno
v566,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe arborização,entorno
v567,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe arborização,entorno
v568,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe arborização,entorno
v569,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe arborização,entorno
v570,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe arborização,entorno
v571,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe esgoto a céu aberto,entorno
v572,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe esgoto a céu aberto,entorno
v573,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe esgoto a céu aberto,entorno
v574,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe esgoto a céu aberto,entorno
v575,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe esgoto a céu aberto,entorno
v576,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe esgoto a céu aberto,entorno
v577,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe lixo acumulado nos logradouros,entorno
v578,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe lixo acumulado nos logradouros,entorno
v579,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe lixo acumulado nos logradouros,entorno
v580,INT64,Moradores em domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe lixo acumulado nos logradouros,entorno
v581,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe lixo acumulado nos logradouros,entorno
v582,INT64,Moradores em domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe lixo acumulado nos logradouros,entorno
v583,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe identificação do logradouro,entorno
v584,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe identificação do logradouro,entorno
v585,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe identificação do logradouro,entorno
v586,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe identificação do logradouro,entorno
v587,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe iluminação pública,entorno
v588,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe iluminação pública,entorno
v589,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe iluminação pública,entorno
v590,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe iluminação pública,entorno
v591,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe pavimentação,entorno
v592,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe pavimentação,entorno
v593,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe pavimentação,entorno
v594,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe pavimentação,entorno
v595,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe calçada,entorno
v596,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe calçada,entorno
v597,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe calçada,entorno
v598,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe calçada,entorno
v599,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe meio-fio/guia,entorno
v600,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe meio-fio/guia,entorno
v601,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe meio-fio/guia,entorno
v602,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe meio-fio/guia,entorno
v603,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe bueiro/boca-de-lobo,entorno
v604,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe bueiro/boca-de-lobo,entorno
v605,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe bueiro/boca-de-lobo,entorno
v606,INT64,Moradores em domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe bueiro/boca-de-lobo,entorno
v607,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe rampa para cadeirante,entorno
v608,INT64,Moradores em domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe rampa para cadeirante,entorno
